Id,AegisName,Name
17293,Physical_S_Package,Shadow Physical Package
17294,Magical_S_Package,Shadow Magical Package
17298,Vigorgra_Package,Support Package
17299,Vigorgra_Package_Set,Support Package(10)
17302,Shadow_Box2_Box,Shadow Box II
17303,Shadow_Box2_Set,Shadow Set Box II
17304,Neuralizer_Box_3,Neuralizer Box 3
17306,Status_Reset_Coupon_Box,Status Reset Coupon Box
17307,Midgard_Scroll,Midgard Egg
17308,Half_Asprika_Box_1,Half Asprika box1
17311,Half_Brynhild_Box_1,Half Brynhild box1
17314,C_Wing_Of_Fly_1Day_Box,Unlimited Fly Wing 1 Day Box
17315,Silvervine_Box10_,Lucky Silvervine Fruit Box (10)
17316,Silvervine_Box110,Lucky Silvervine Fruit Box (110)
17317,Sweet_Midgard_Scroll,Sweet Midgard Egg
17320,Brithday_IdRO10th_Scr,Birthday IdRO10th Scroll
17321,3_Life_Potion_pack,Three Master Package
17322,3_Life_Potion_10pack,Three Master Package(10)
17326,Requiem_Scroll,Requiem Egg
17331,Almighty_Box3,Event Almighty Box
17332,Almighty100_Box,Event Almighty Box (100)
17336,J_Shop_Coupon_Box,Cash Hair Coupon Box
17337,Holy_Spirit_Scroll,Holy Spirit Egg
17338,Refine_Ore_Box5,Ore Box V
17339,Refine_Ore_Box5_Set10,Ore Box V(10)
17394,Old_Hat_Box_,[Event] Old Headgear Box
17396,Half_L_Maje_Box_1day,Half L Magestic Goat Box1
17397,Half_L_Maje_Box_7day,Half L Magestic Goat Box7
17398,Half_BF_Spear1_Box_1day,Half BF Spear1 Box1
17399,Half_BF_Spear1_Box_7day,Half BF Spear1 Box7
17400,Half_BF_Book2_Box_1day,Half BF Book2 Box1
17401,Half_BF_Book2_Box_7day,Half BF Book2 Box7
17402,Half_BF_Staff4_Box_1day,Half BF Staff4 Box1
17403,Half_BF_Staff4_Box_7day,Half BF Staff4 Box7
17404,Half_BF_Staff2_Box_1day,Half BF Staff2 Box1
17405,Half_BF_Staff2_Box_7day,Half BF Staff2 Box7
17406,Half_BF_Knuc1_Box_1day,Half BF Knuckle1 Box1
17407,Half_BF_Knuc1_Box_7day,Half BF Knuckle1 Box7
17408,Half_BF_Dag2_Box_1day,Half BF Dagger2 Box1
17409,Half_BF_Dag2_Box_7day,Half BF Dagger2 Box1s
17410,Half_BF_HuShu2_Box_1day,Half BF Huuma Shuriken2 Box1
17411,Half_BF_HuShu2_Box_7day,Half BF Huuma Shuriken2 Box7
17412,Half_BF_Sword1_Box_1day,Half BF Sword1 Box1
17413,Half_BF_Sword1_Box_7day,Half BF Sword1 Box7
17414,Half_Mjolnir_Box_1day,Half Mjolnir Box1
17415,Half_Mjolnir_Box_7day,Half Mjolnir Box7
17416,Half_BF_MStar1_Box_1day,Half BF Morning Star1 Box1
17417,Half_BF_MStar1_Box_7day,Half BF Morning Star1 Box1
17418,Half_BF_Bow1_Box_1day,Half BF Bow1 Box1
17419,Half_BF_Bow1_Box_7day,Half BF Bow1 Box7
17420,Half_BF_Katar2_Box_1day,Half BF Katar2 Box1
17421,Half_BF_Katar2_Box_7day,Half BF Katar2 Box7
17422,Half_BF_THAxe1_Box_1day,Half BF Two Handed Axe1Box1
17423,Half_BF_THAxe1_Box_7day,Half BF Two Handed Axe1Box7
17424,Half_BF_Rifle1_Box_1day,Half BF Rifle1 Box1
17425,Half_BF_Rifle1_Box_7day,Half BF Rifle1 Box7
17426,Half_BF_Shgun1_Box_1day,Half BF Shotgun1 Box1
17427,Half_BF_Shgun1_Box_7day,Half BF Shotgun1 Box7
17429,Shadow_Box3,11 Anniversary Shadow Box
17430,11th_S_Package,11 Anniversary Shadow Package
17431,Thanks_Giving_Scroll,Miracle Lucky Egg
17432,Silvervine_Box10_2,Lucky Silvervine Fruit Box II(10)
17433,Silvervine_Box110_2,Lucky Silvervine Fruit Box II(110)
17435,ID_Legend_hero_Scroll,Legend Hero Lucky Egg
17438,3_Life_Potion_pack2,Three Master Package II
17439,3_Life_Potion_10pack2,Three Master Package II(10)
17440,LI_Change_Name_Box,Name Change Card Box
17441,LI_Boarding_Halter_Box,Halter Lead Box
17442,LI_Empelium_Box,Emperium G Box
17443,LI_Upg_Buckler_BOX,Reinforcement Buckler Box
17447,Blessing_Midgard_Scroll,Blessing Midgard Lucky Egg
17449,Biscuit_Stick_Set,Set Bar Cookies
17455,Premium_Book_Box,Premium Battle Manual Box
17456,Vigorgra_Package_v2,Support Package II
17457,Vigorgra_Package_Set_V2,Support Package II(10)
17461,Costama_Egg18,Frozen Egg Costume
17464,Winter_Midgard_Scroll,Winter Midgard Egg
17465,Refine_Ore_Box6,Refine Ore Box VI
17466,Refine_Ore_Box6_Set10,Refine Ore Box VI 10 Set
17467,C_Siegfried_Box50,(Limited) Token of Ziegfried Box (50)
17468,LI_Neuralizer_3Box,Neuralizer II Box (3)
17469,LI_Neuralizer_1Box,Neuralizer I Box
17470,Costama_Egg19,Headgear Costume Scroll
17471,Spring_Festival_Scroll,Spring Festival Lucky Egg
17472,Vigorgra_Package_v3,Support Package III
17473,Vigorgra_Package_Set_V3,Support Package III(10)
17474,C_Wing_Of_Fly_5Day_Box,Unlimited Fly Wing 5 Day Box
17475,LC_Max_Weight_Up_10Box,(Limited)Gym Membership Card Box (10)
17477,Unlimited_Box2,Unlimited Box II
17478,Unlimited_10_Box2,Unlimited Box II(10)
17479,Midgard_Fes_Scroll,Midgard Festival Egg
17481,Costama_Egg21,Flower Blossom Scroll
17482,Solaris_Festival_Scroll,Solaris Festival Scroll
17483,3_Life_Potion_pack3,Three Master Package III
17484,3_Life_Potion_10pack3,Three Master Package III(10)
17490,Time_Travel_Scroll,Time Travel Lucky Egg
17491,Refine_Ore_Box7,Smelting Ore Box VII
17492,Refine_Ore_Box7_Set10,Smelting Ore Box VII(10)
17493,Costama_Egg23,Burning Feather Costume Scroll
17494,Happy_Time_Scroll,Rise Midgard Lucky Egg
17495,Silvervine_Box10_3,Lucky Silvervine Fruit Box III(10)
17496,Silvervine_Box110_3,Lucky Silvervine Fruit Box III(110)
17497,Costama_Egg24,Seaside Costume Scroll
17498,3_Life_Potion_pack4,Three Master Package IV
17499,3_Life_Potion_10pack4,Three Master Package IV(10)
17501,Vigorgra_Package_v4,Support Package IV
17502,Vigorgra_Package_Set_V4,Support Package IV(10)
17507,Nyangvine_Box4,Kit Costume Box
17508,Nyangvine_Box10,Kitcoin Purse
17509,Nyangvine_Box40,Nyangvine 40 Box
17510,Refine_Ore_Box8,Smelting Ore Box VIII
17511,Refine_Ore_Box8_Set10,Smelting Ore Box VIII(10)
17512,LI_HD_Elunium_Box30,(Limited)Purified Eluminium Box(30)
17513,LI_HD_Oridecon_Box30,(Limited)Purified Oridecon Box(30)
17515,Unlimited_Box3,Unlimited Box III
17516,Unlimited_10_Box3,Unlimited Box III(10)
17517,Costama_Egg28,Animal Costume Scroll
17519,Epic_Heroes_Scroll,Epic Heroes Scroll
17520,Limit_Manual_Box,Limited Edition Manual Box
17521,3_Life_Potion_pack5,Three Master Package V
17522,3_Life_Potion_10pack5,Three Master Package V(10)
17523,Costama_Egg29,Mystical Costume Scroll
17524,Limit_Power_Booster_Box,Limited Power Booster Box
17525,Limit_Power_Booster100,Limited Power Booster Box(100)
17526,Majestic_Lucky_Scroll,Majestic Lucky Egg
17527,Nyangvine_Box200,Silvervine Cat Fruit Box(200)
17532,Blessing_Lucky_Scroll,Blessing Lucky Egg
17544,Refine_Ore_Box9,Refining Ore Box IX
17545,Refine_Ore_Box9_Set10,Refining Ore Box IX (10)
17547,2015LI_NeuralizerBox,(Limited)2015 Neuralizer Box
17548,2015LI_S_R_C_Box,(Limited)2015 Status Initialization Volume Box
17549,LI_HD_BradiumBox30,(Limited)High Density Bradium Box (30)
17550,LI_HD_CarniumBox30,(Limited)High Density Kalunium Box (30)
17552,Garnet_Lucky_Scroll,Garnet Lucky Egg
17567,Almighty_Box4,Event Almighty Box
17568,Almighty100_Box2,Event Almighty Box (100)
17569,Dun_Voucher_Box1,Sky Fortress Ticket 1 Hour Box
17570,Dun_Voucher_Box2,Sky Fortress Ticket 3 Hours Box
17572,Erzulie_Lucky_Scroll,Erzulie Lucky Egg
17573,Nyangvine_Box10_,Lucky Silvervine Cat Fruit Box (10)
17574,Nyangvine_Box100,Lucky Silvervine Cat Fruit Box (100)
17575,Service30_M_01_Box,Edward Zonda Owner Box
17576,Service30_F_01_Box,Elysee Zonda Owner Box
17582,3_Life_Potion_pack6,Three Master Package IV
17583,3_Life_Potion_10pack6,Three Master Package IV (10)
17584,Venus_Lucky_Scroll,Venus Lucky Egg
17586,Refine_Ore_Box10,Smelting Ore Box X
17587,Refine_Ore_Box10_Set10,Smelting Ore Box X (10)
17588,Amora_Lucky_Scroll,Amora Lucky Egg
17590,Service30P_M_01_Box,Edward Zonda Service Box
17591,Service30P_F_01_Box,Elysee Zonda Owner EX Box
17592,Vigorgra_Package_v5,Cheer Up Package V
17593,Vigorgra_Package_Set_V5,Cheer Up Package V (10)
17598,Sograt_Lucky_Scroll,Sograt Lucky Scroll
17599,C_Greed_1Hour_Box,Endless Greed Scroll Box (1h)
17600,C_CatPaw_1Day_Box,Infinite Cat's Hand Ticket Box (1 day)
17601,Unlimited_Box4,Unlimited Box IV
17602,Unlimited_10_Box4,Unlimited Box IV (10)
17607,Sanctuary_Lucky_Scroll,Sanctuary Lucky Egg
17608,C_Giant_Fly_1Day_Box,Infinite Giant Fly Wing Box 1Day
17609,Refine_Ore_Box11,Refine Ore Box XI
17610,Refine_Ore_Box11_Set10,Refine Ore Box XI(10)
17613,Chronosian_Lucky_Scroll,Chronosian Lucky Egg
17616,3_Life_Potion_pack7,Three Master Package VII
17617,3_Life_Potion_10pack7,Three Master Package VII (10)
17628,Cyborg_Lucky_Scroll,Cyborg Lucky Egg
17631,Almighty_Plus_Box,Almighty Plus Box
17632,Almighty100_PlusBox,Almighty Plus Box (10)
17633,Undine_Lucky_Scroll,Undine Lucky Egg
17639,Limit_Power_Booster2,Limited Power Booster Box 2
17640,LimitPowerBooster2_100,Limited Power Booster Box 2 (100)
17646,LC_Boarding_Halter_Box,Halter Lead Box
17648,Smithy_Lucky_Scroll,Smithy Lucky Egg
17650,Refine_Ore_Box12,Refining Ore Box XII
17651,Refine_Ore_Box12_Set10,Refining Ore Box XII (10)
17659,Ganymede_Lucky_Scroll,Ganymede Lucky Egg
17662,Vigorgra_Plus_Package,Cheer Up Plus Package
17663,Vigorgra_Plus_Set,Cheer Up Plus Package (10)
17665,LastAngel_LuckyScroll,LastAngel LuckyScroll
17668,3_Life_Potion_pack8,Three Master Package VIII
17669,3_Life_Potion_10pack8,Three Master Package VIII (10)
17671,Valkyrie_Lucky_Scroll,Valkyrie Lucky Egg
17672,Unlimited_Box5,Unlimited Box V
17673,Unlimited_10_Box5,Ultimate Box V (10)
17674,Rainbow_Lucky_Scroll,Splash Rainbow Lucky Egg
17675,Refine_Ore_Box13,Refining Ore Box XIII
17676,Refine_Ore_Box13_Set10,Refining Ore Box XIII (10)
17677,HD_Refine_Ore_Box,HD Refining Ore Box
17681,Midgard_Lucky_Scroll,Midgard Lucky Scroll
17683,Nyangvine_Box10_2,Lucky Silvervine Cat Fruit Box II (10)
17684,Nyangvine_Box100_2,Lucky Silvervine Cat Fruit Box II (100)
17689,AID_Buff_Box,Premium Buff Box
17690,Vigorgra_Plus_Package2,Cheer Up Plus Package II
17691,Vigorgra_Plus_Set2,Cheer Up Plus Package II (10)
17692,June_Lucky_Scroll,Blessing Scarlet Egg
17712,3_Life_Potion_pack9,Three Master Package IX
17713,3_Life_Potion_10pack9,Three Master Package IX (10)
17716,Refine_Ore_Box14,Refining Ore Box XIV
17717,Refine_Ore_Box14_Set10,Refining Ore Box XIV (10)
17718,HD_Refine_Ore_Box2,HD Refining Ore Box II
17726,Almighty_Plus_Box2,Almighty Plus Box II
17727,Almighty100_PlusBox2,Almighty Plus Box II (10)
17742,DEF_Scroll_Box,Defense Scroll Box
17743,DEF_Scroll_Box_Set,Defense Scroll Box (10)
17748,Limit_Power_Booster3,Limited Power Booster 3
17749,LimitPowerBooster3_100,Limited Power Booster 3 (100)
17756,HD_High_Refine_Box,HD Refine Ore Box
17759,Refine_Ore_Box15_Set10,Refine Ore XV Box (10)
17760,Refine_Ore_Box15,Refine Ore XV Box
17761,HD_Refine_Ore_Box3,HD Refine Ore Box III
17764,Vigorgra_Plus_Package3,Cheer Up Plus Package III
17765,Vigorgra_Plus_Set3,Cheer Up Plus Package III (10)
17766,C_CatPaw_7Day_Box,Infinite Cat's Hand Ticket Box (7 days)
17774,Almighty_Plus_Box3,Almighty Plus Box III
17775,Almighty100_PlusBox3,Almighty Plus Box III (10)
17776,3_Life_Potion_pack10,Three Master Package X
17777,3_Life_Potion_10pack10,Three Master Package X (10)
17780,Cash_Can_Box,Cash Can Box
17783,Unlimited_10_Box6,Unlimited Box VI (10)
17784,Unlimited_Box6,Unlimited Box VI
17792,Refine_Ore_Box16,Refining Ore Box XVI
17793,Refine_Ore_Box16_Set10,Refining Ore Box XVI (10)
17794,HD_Refine_Ore_Box4,HD Refining Ore Box IV
17795,HD_High_Refine_Box2,HD Refine Ore Box II
17799,DEF_Scroll_Box2,Defense Scroll Box II
17800,DEF_Scroll_Box_Set2,Defense Scroll Box II (10)
17832,3_Life_Potion_pack11,Three Master Package XI
17833,3_Life_Potion_10pack11,Three Master Package XI (10)
17881,RTC_Anniv_Box,2017 Ragnarok RTC Participaton Box
17882,Refine_Ore_Box17_Set10,Refining Ore Box XVII (10)
17883,Refine_Ore_Box17,Refining Ore Box XVII
17884,HD_Refine_Ore_Box5,HD Refining Ore Box V
17885,HD_High_Refine_Box3,HD Refine Ore Box III
17886,Infinity_Box,Infinity Box
17887,Infinity_10_Box,Infinity Box (10)
17888,Comp_Kafra_Card_Box,[Not For Sale] Kafra Card Box (10)
17894,New_Vigorgra_Package,New Cheer Up Package
17895,New_Vigorgra_Set,New Cheer Up Package (10)
17901,LimitPowerBooster4_100,Limited Power Booster IV (100)
17902,Limit_Power_Booster4,Limited Power Booster IV
17914,2017_GStar_CostumeBox,G-STAR 2017 Ragnarok Memorial Box
17920,Zero_Merchant_Bell_Box,Tool Dealer Bell Box
17921,Zero_Kafra_Bell_Box,Kafra Storage Bell Box
17923,Refine_Ore_Box18,Refining Ore Box XVIII
17924,Refine_Ore_Box18_Set10,Refining Ore Box XVIII (10)
17925,HD_Refine_Ore_Box6,HD Refining Ore Box VI
17926,HD_High_Refine_Box4,HD Refine Ore Box IV
17935,New_3_Potion_pack,New Three Master Package
17936,New_3_Potion_10pack,New Three Master Package (10)
17940,Nyangvine_Box10_3,Lucky Silvervine Cat Fruit Box III (10)
17941,Nyangvine_Box100_3,Lucky Silvervine Cat Fruit Box III (100)
17944,Almighty_Plus_Box4,Almighty Plus Box IV
17945,Almighty100_PlusBox4,Almighty Plus Box IV (10)
17948,Refine_Ore_Box19_Set10,Refining Ore Box XIX (10)
17949,Refine_Ore_Box19,Refining Ore Box XIX
17950,HD_Refine_Ore_Box7,HD Refining Ore Box VII
17951,HD_High_Refine_Box5,HD Refine Ore Box V
17959,DEF_Scroll_Box3,Defense Scroll Box III
17960,DEF_Scroll_Box_Set3,Defense Scroll Box III (10)
17961,3_Life_Potion_pack12,Three Master Package XII
17962,3_Life_Potion_10pack12,Three Master Package XII (10)
17967,Infinity_Box2,Infinity Box II
17968,Infinity_10_Box2,Infinity Box II 10 sets
17969,A_Vigorgra_Set,Cheer Up Package (10)
17970,A_Vigorgra_Package,Cheer Up Package
17971,A_3_Life_Potion_10pack,Life Potion Sampler 10 Crate
17972,A_3_Life_Potion_pack,Life Potion Sampler Crate
17973,A_Almighty100_Box,Almighty package 10set
17974,A_Almighty_Box,Almighty package
17975,A_Refine_Ore_Box_Set,Enriched ore package 10 set
17976,A_Refine_Ore_Box,Enriched ore package set
17977,A_HD_Refine_Ore_Box,HD ore package
17978,A_HD_High_Refine_Box,High density ore package
17979,A_LimitPowerBooster_100,Limit Power Booster Package 10 set
17980,A_LimitPowerBooster,LimitPowerBooster package
17981,A_Infinity_10_Box,Infinity Drink 200 Box
17982,A_Infinity_Box,Infinity Drink 20 Box
17983,A_DEF_Scroll_Box_Set,Defense Scroll Box (10)
17984,A_DEF_Scroll_Box,Defense Scroll Box
17985,A_Unlimited_10_Box,Unlimited Box (10)
17986,A_Unlimited_Box,Unlimited Box
17999,Inventory_Ex_Box,Inventory Expansion Voucher Box(1)
22507,ShabbyOldScroll,Old Scroll
22508,Para_Team_Mark_,Eden Group Mark
22510,WolfKing_Scroll,King Wolf Scroll
22511,Fenrir_Card__,Fenrir's Power Scroll
22513,Kings_Gift,King of Gift Box
22514,Candy_Holder,Candy Holder
22515,Key_Of_Twisted_Time,Twisted Key of Time
22516,Dark_Red_Clot,Black As Night Piece
22517,Loki_Summon_Scroll,Rocker Summoning Scroll
22518,Idn_Wisdom_Egg,Egg Of Wisdom
22521,80LVUP,Level Up Box (80)
22522,100LVUP,Level Up Box (100)
22523,120LVUP,Level Up Box (120)
22524,130LVUP,Level Up Box (130)
22525,140LVUP,Level Up Box (140)
22526,150LVUP,Level Up Box (150)
22527,160LVUP,Level Up Box (160)
22528,Pet_Ticket_Box,Pet Exchange Ticket Box
22529,Shadow_Mix_Recipe,Shadow Exchange SynthesisBox
22530,Christmas_Box,Christmas Box
22531,Special_Christmas_Box,Special Christmas Box
22532,Santa_Gift,Santa Gift
22533,New_Year_Gift_Box,New Year Gift Box
22534,Closedmind_Box,Closed Mind Box
22535,WorkerScroll_A,Scroll Summoning Workers(Male)
22536,WorkerScroll_B,Scroll Summoning Workers(Female)
22537,PrizeOfHero,Prize Of Hero
22538,Hanbok_bag,Hanbok bag
22539,Made_Dish_Box2,Special Box of Cooked Dishes
22540,Runstone_Lux,Lux Anima Runestone
22541,PCBang_Coupon_Box6,PC Room Coupon Box VI
22542,Center_Potion_B,[Not For Sale] Concentration Potion
22543,Berserk_Potion_B,[Not For Sale] Berserk Potion
22544,Awakening_Potion_B,[Not For Sale] Awakening Potion
22545,Speed_Up_Potion_B,Speed Potion
22546,Slow_Down_Potion_B,Slow Potion
22547,Anodyne_B,Anti-Payne Moment
22548,Water_Of_Darkness_B,Wed Cursed
22549,Poison_Bottle_B,Poison Bottle
22550,Cookie_Bag_B,Cookie Bag
22551,Sesame_Pastry_B,Teacake
22552,Honey_Pastry_B,Fried Pastry
22553,Rainbow_Cake_B,Rainbow Bread
22554,First_Aid_Kit_B,First Aid Box
22555,HQ_Chocolate,Gourmet Chocolate
22556,LuxuryChocolate,Luxury Chocolate
22557,ArtisanChocolate,Masterpieces of Artisan Chocolate
22558,Lucky_Bag,Lucky Bag
22559,Mock_Strawberry,Mock Strawberry
22563,Lucky_Bag_Of_New_Era,Lucky Bag Of New Era
22566,Frost_Crystal,Last Year's Frost
22567,Squad_Prize,Expedition Award Box
22568,Nyd_Summon_Scroll,Nidhoggur Summon Scroll
22569,Kings_Gift2,Gift New start
22571,Easter_Egg,Easter Egg
22592,Happy_Call_Box,Happy Call Box
22605,Gingerbread2,Ginger Bread
22610,Beginning_Box,New Beginnings Box
22611,Packing_Envelope,Packed Envelope
22612,Decomposition_Potion,Corrupt Reagents
22613,Polluted_Potion,Contaminated Reagents
22614,Premium_Manual,Premium Manual
22617,ClearBox_S,Clear Box S
22618,ClearBox_A,Clear Box A
22619,Ghost_Summon_Scroll,Ghost Scroll
22620,Memorial_Box,Memorial Box
22621,Squid_Bbq,Barbecued Squid
22623,Beginning_Box2,New Start Box
22624,Riesen_Bretzel,Riesen Bretzel
22625,Oktoberfest_Bag,Oktoberfest Bag
22626,JanuaryGiftBox_,January Gift Box
22627,FebruaryGiftBox_,February Gift Box
22628,Green_Package,Green Package
22629,Green_Package40,Green Package 40
22630,Green_Package80,Green Package 80
22631,Green_Package99,Green Package 99
22640,17173_Green_Package,Green Package
22641,17173_Green_Package40,Green Package 40
22642,17173_Green_Package80,Green Package 80
22643,17173_Green_Package99,Green Package 99
22644,S_Green_Package,Green Package
22645,S_Green_Package40,Green Package 40
22646,S_Green_Package80,Green Package 80
22647,S_Green_Package99,Green Package 99
22648,Angeling_Package,Angeling Package
22649,Deviling_Package,Deviling Package
22652,Brilliant_Hat_Box,Brilliant Hat Box
22653,Wet_CardAlbum,Wet Card Album
22654,Golden_Card,Golden Seal Card
22657,Honey_Rice_Cake_,Honey Songpyun
22658,BraisedShortRibs,Cow Steamed Ribs
22659,BraisedSpareribs,Pig Steamed Ribs
22660,Sealed_Letter,Sealed Envelope
22668,Guyak_Pudding_20_Box,Guyak Pudding Box
22669,HALLOWEEN_G_BOX,Halloween Box
22670,DARK_INVITATION,Invitation of Darkness
22671,MarchGiftBox_,March Gift Box
22672,AprilGiftBox_,April Gift Box
22673,MayGiftBox_,May Gift Box
22674,JuneGiftBox_,June Gift Box
22675,Mystery_Scroll,Mysterious Scroll
22676,HangulDay_Box,Hangul Day Event Box
22679,Chest_Of_Death,Death's Chest
22685,Solo_Christmas_Gift,Single Union Christmas Gift
22686,Solo_Cookie,Single Cookie
22687,Pieces_Of_Sentiment,Sentimental Fragment
22691,Piece_Of_Record1,Record Fragment
22692,Piece_Of_Record2,Record Fragment
22693,Piece_Of_Record3,Record Fragment
22694,Piece_Of_Record4,Record Fragment
22695,Piece_Of_Record5,Record Fragment
22699,Test_Reagent,Test Reagent
22700,Jumping_Kit_Box,Jumping Support Box
22701,Pegasus_Cotton_Candy,Pegasus Cotton Candy
22702,Minus_Str,STR Reduction Potion
22703,Minus_Agi,AGI Reduction Potion
22704,Minus_Vit,VIT Reduction Potion
22705,Minus_Int,INT Reduction Potion
22706,Minus_Dex,DEX Reduction Potion
22707,Minus_Luk,LUK Reduction Potion
22708,Pitapat_Box,Thrilling Box
22721,Question_Box,? Box
22734,QuizRevol_Box,Revolution Quiz Box
22735,Sealed_M_Flower_Scroll,Sealed Moonlight Flower Scroll
22736,JulyGiftBox_,July Gift Box
22737,Bullet_Case_Blood_,Bloody Cartridge
22738,Bullet_Case_Silver_,Silver Cartridge
22739,Sphere_Case_Wind_,Lightning Sphere Pack
22740,Sphere_Case_Darkness_,Blind Sphere Pack
22741,Sphere_Case_Poison_,Poison Sphere Pack
22742,Sphere_Case_Water_,Freezing Sphere Pack
22743,Sphere_Case_Fire_,Flare Sphere Pack
22744,Bullet_Case_AP,Armor-Piercing Cartridge
22745,Bullet_Case_Blaze,Incandescence Shot Cartridge
22746,Bullet_Case_Fleeze,Glaciation Shot Cartridge
22747,Bullet_Case_Electric,Dengeki Shot Cartridge
22748,Bullet_Case_Stone,Hearthstone Shot Cartridge
22749,Sanctified_Bullet_Case,Purification Shot Cartridge
22750,Trans_Scroll_Sca,Transformation Scroll(Horn Scaraba)
22751,Trans_Scroll_Wander,Transformation Scroll(Wanderer)
22752,Trans_Scroll_Gazeti,Transformation Scroll(Gazeti)
22753,Trans_Scroll_Karcher,Transformation Scroll(Kobold Archer)
22754,Trans_Scroll_Necro,Transformation Scroll(Necromancer)
22755,Trans_Scroll_Wghost,Transformation Scroll(Wind Ghost)
22756,AugustGiftBox_,August Gift Box
22757,Matk_Trans_Scroll,Collection Of Scrolls Magical Transformation
22758,Ratk_Trans_Scroll,Collection Of Scrolls Shooting Transformation
22759,Aspd_Trans_Scroll,Collection Of Scrolls Attack Speed Transformation
22760,Argiope_CaptureBox,Argiope Transportin
22761,LuciolaVespa_CaptureBox,Luciola Vespa Transportin
22762,Centipede_CaptureBox,Centipede Transportin
22764,PetTradeTicket_Box,Pet Exchange Ticket Box
22770,Shark_Skewered,Shark Skewer
22771,Tuna_Skewered,Bluefin Tuna Skewer
22772,Snapper_Skwered,Sea Bream Skewer
22773,Piranha_Skewered,Piranha Skewer
22774,Salmon_Skewered,Salmon Skewer
22775,Eel_Skewered,Eels Skewer
22776,Carp_Skewered,Carp Skewer
22777,BuffGiftBox,Gift Buff Set
22781,PC_NomalBox,PC Bang Normal Box
22782,PC_WoodenBox,PC Bang Wooden Box
22783,PC_GoldenBox,PC Bang Golden Box
22784,PC_PlatinumBox,PC Bang Platinum Box
22808,NoviceBox,Special Gift Box
22812,Sealed_Dracula_Scroll,Sealed Dracula Scroll
22813,Bearers_Shadow_Box,Bearer's Shadow Box
22814,CatPaw_Ticket,Cat Hand Ticket
22816,G_Mysterious_Water,True Mysterious Life Potion
22817,G_Small_Life_Potion,True Small Life Potion
22818,G_Med_Life_Potion,True Medium Life Potion
22819,G_Almighty,True Almighty
22820,G_ASPD_Potion,True Enhanced ASPD Potion
22821,G_Red_Booster,True Red Booster
22822,SW_Wear2014,Summer Vacation Costumes
22823,Sealed_B_Shecil_Scroll,Sealed Sniper Scroll
22825,Costume_Set1_Kr,Heidam Fellow
22826,Enchant_Stone_Box4,Costume Enchant Stone Box 4
22827,Shadow_Cube,Shadow Cube
22828,Sealed_Scroll,Sealed Album Scroll
22829,Sealed_Card,Sealed Card Album
22837,Essence_Of_Time,Integer Time
22838,Something_Candy_Holder,Something Candy Holders
22839,Happy_Box_J,Happy Box
22841,Pumpkin_Candy,Pumpkin Candy
22842,Sealed_Dracula_Scroll2,Sealed Dracula Scroll II
22843,superstar_cake,Superstar Snack
22844,Sealed_Dracula_Album,Sealed Dracula Card Album
22845,Sealed_Mysterious_Egg,Sealed Fortune Egg
22846,Sealed_Dracula_Card_,Sealed Dracula Card
22847,BadgeOfProntera,Prontera Badge
22848,KeysPrison,Prison Key
22849,P_Temporal_Crystal,Prontera Time Crystal
22850,JanuaryGiftBox,January Gift Box
22851,FebruaryGiftBox,February Gift Box
22852,MarchGiftBox,March Gift Box
22853,AprilGiftBox,April Gift Box
22854,MayGiftBox,May Gift Box
22855,JuneGiftBox,June Gift Box
22856,JulyGiftBox,July Gift Box
22857,AugustGiftBox,August Gift Box
22858,SeptemberGiftBox,September Gift Box
22859,OctoberGiftBox,October Gift Box
22860,NovemberGiftBox,November Gift Box
22861,DecemberGiftBox,December Gift Box
22868,Enchant_Stone_Box5,Costume Enchant Stone Box 5
22869,LuckyRouletteTickets,Lucky Roulette Ticket
22870,Xmas_Package_14,Christmas Package
22873,Sealed_Berz_Scroll2,Sealed Beelzebub Scroll II
22874,Sealed_Berz_Album,Sealed Beelzebub Card Album
22876,Shabby_Purse,Old Money Pocket
22881,Binding_Rope,Rope Gallows
22882,Choco_Tteokguk,Chocolate Rice Cake Soup
22883,SeptemberGiftBox_,September Gift Box
22884,OctoberGiftBox_,October Gift Box
22885,NovemberGiftBox_,November Gift Box
22886,DecemberGiftBox_,December Gift Box
22887,2015GoldPCBox,Gold PC Cafe Box
22888,2015_New_Year_Scroll,New Year's Scroll
22893,New_Year_Shadow_Cube,New Year Shadow Cube
22894,2015LI_Neuralizer,(Limited)2015 Neuralizer
22895,2015LI_R_S_C,(Limited)2015 Status Initialization Volume
22896,2015LI_R_S_C_,(Limited)Old Status Initialization Volume
22899,DowntownMap,Parchment City
22901,BlueboxOfQuestions,Mysterious Blue Box
22902,Sealed_Scroll2,Sealed Seal Scroll II
22905,Enchant_Stone_Box6,Costume Enchant Stone Box 6
22906,Sealed_Scroll3,Sealed Seal Scroll III
22907,Service30_M_01_Call,Edward Zonda Calling Bell
22908,Service30_F_01_Call,Elysee Zonda Calling Bell
22909,Weapon_5Up_Box,+5 Weapon Upgrade Certificate
22910,Weapon_6Up_Box,+6 Weapon Upgrade Certificate
22911,Weapon_7Up_Box,Weapon +7 Refine Ticket
22912,Weapon_8Up_Box,Weapon +8 Refine Ticket
22913,Weapon_9Up_Box,Weapon +9 Refine Ticket
22914,Bubble_Gum_24h,Bubble Gum 24h
22915,Weapon_11Up_Box,Weapon +11 Refine Ticket
22916,Weapon_12Up_Box,Weapon +12 Refine Ticket
